_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mapa_random_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
iteração 298 mapa1| tempo exec  17.19520378112793
iteração 299 mapa1| tempo exec  18.026087522506714
iteração 300 mapa1| tempo exec  17.8813214302063
iteração 301 mapa1| tempo exec  15.491323709487915
iteração 302 mapa1| tempo exec  16.491475105285645
iteração 303 mapa1| tempo exec  17.90516948699951
iteração 304 mapa1| tempo exec  18.646133184432983
iteração 305 mapa1| tempo exec  16.927383422851562
iteração 306 mapa1| tempo exec  16.7842538356781
iteração 307 mapa1| tempo exec  17.829330444335938
iteração 308 mapa1| tempo exec  17.71991991996765
iteração 309 mapa1| tempo exec  17.49843978881836
iteração 310 mapa1| tempo exec  16.338363647460938
iteração 311 mapa1| tempo exec  14.955438375473022
iteração 312 mapa1| tempo exec  16.385672092437744
iteração 313 mapa1| tempo exec  16.083467721939087
iteração 314 mapa1| tempo exec  17.655463457107544
iteração 315 mapa1| tempo exec  15.365954637527466
iteração 316 mapa1| tempo exec  17.84521985054016
iteração 317 mapa1| tempo exec  16.324104070663452
iteração 318 mapa1| tempo exec  17.12539792060852
iteração 319 mapa1| tempo exec  17.598567724227905
iteração 320 mapa1| tempo exec  16.542261123657227
iteração 321 mapa1| tempo exec  17.094951152801514
iteração 322 mapa1| tempo exec  16.88762927055359
iteração 323 mapa1| tempo exec  17.733925104141235
iteração 324 mapa1| tempo exec  16.454315900802612
iteração 325 mapa1| tempo exec  16.411555767059326
iteração 326 mapa1| tempo exec  16.675753355026245
iteração 327 mapa1| tempo exec  16.3420832157135
iteração 328 mapa1| tempo exec  18.647995710372925
iteração 329 mapa1| tempo exec  18.42653727531433
iteração 330 mapa1| tempo exec  16.74460458755493
iteração 331 mapa1| tempo exec  16.993433952331543
iteração 332 mapa1| tempo exec  15.56682801246643
iteração 333 mapa1| tempo exec  17.470044136047363
iteração 334 mapa1| tempo exec  18.070446491241455
iteração 335 mapa1| tempo exec  16.915217876434326
iteração 336 mapa1| tempo exec  16.091552257537842
iteração 337 mapa1| tempo exec  17.713005304336548
iteração 338 mapa1| tempo exec  16.973334074020386
iteração 339 mapa1| tempo exec  16.85486674308777
iteração 340 mapa1| tempo exec  16.748502731323242
iteração 341 mapa1| tempo exec  17.381223440170288
iteração 342 mapa1| tempo exec  14.225188255310059
iteração 343 mapa1| tempo exec  17.055375814437866
iteração 344 mapa1| tempo exec  16.87103533744812
iteração 345 mapa1| tempo exec  15.496214151382446
iteração 346 mapa1| tempo exec  16.00283145904541
iteração 347 mapa1| tempo exec  16.91365957260132
iteração 348 mapa1| tempo exec  15.87423324584961
iteração 349 mapa1| tempo exec  16.096442937850952
iteração 350 mapa1| tempo exec  16.52963399887085
iteração 351 mapa1| tempo exec  15.23149585723877
iteração 352 mapa1| tempo exec  14.737196683883667
iteração 353 mapa1| tempo exec  16.816035509109497
iteração 354 mapa1| tempo exec  16.74259853363037
iteração 355 mapa1| tempo exec  15.151220560073853
iteração 356 mapa1| tempo exec  18.169651746749878
iteração 357 mapa1| tempo exec  16.094154834747314
iteração 358 mapa1| tempo exec  16.954583406448364
iteração 359 mapa1| tempo exec  16.222066640853882
iteração 360 mapa1| tempo exec  16.73133111000061
iteração 361 mapa1| tempo exec  16.451078176498413
iteração 362 mapa1| tempo exec  17.702237606048584
iteração 363 mapa1| tempo exec  17.711016416549683
iteração 364 mapa1| tempo exec  15.639824390411377
iteração 365 mapa1| tempo exec  16.743534326553345
iteração 366 mapa1| tempo exec  16.973915100097656
iteração 367 mapa1| tempo exec  17.037304401397705
iteração 368 mapa1| tempo exec  16.13889765739441
iteração 369 mapa1| tempo exec  18.568134784698486
iteração 370 mapa1| tempo exec  16.532707691192627
iteração 371 mapa1| tempo exec  16.838934898376465
iteração 372 mapa1| tempo exec  17.67124629020691
iteração 373 mapa1| tempo exec  16.90457034111023
iteração 374 mapa1| tempo exec  18.085996866226196
iteração 375 mapa1| tempo exec  16.502525806427002
iteração 376 mapa1| tempo exec  15.092748165130615
iteração 377 mapa1| tempo exec  17.994006395339966
iteração 378 mapa1| tempo exec  17.417739152908325
iteração 379 mapa1| tempo exec  16.59913730621338
iteração 380 mapa1| tempo exec  18.26849675178528
iteração 381 mapa1| tempo exec  16.25034213066101
iteração 382 mapa1| tempo exec  16.825693130493164
iteração 383 mapa1| tempo exec  18.32107663154602
iteração 384 mapa1| tempo exec  16.922564268112183
iteração 385 mapa1| tempo exec  16.30289649963379
iteração 386 mapa1| tempo exec  17.462387323379517
iteração 387 mapa1| tempo exec  16.007187366485596
iteração 388 mapa1| tempo exec  18.690330982208252
iteração 389 mapa1| tempo exec  16.341185092926025
iteração 390 mapa1| tempo exec  17.267260789871216
iteração 391 mapa1| tempo exec  18.0249080657959
iteração 392 mapa1| tempo exec  16.05043935775757
iteração 393 mapa1| tempo exec  16.838408708572388
iteração 394 mapa1| tempo exec  16.70413899421692
iteração 395 mapa1| tempo exec  14.46204137802124
iteração 396 mapa1| tempo exec  17.562788486480713
iteração 397 mapa1| tempo exec  16.189844608306885
iteração 398 mapa1| tempo exec  17.284651517868042
iteração 399 mapa1| tempo exec  18.552096128463745
iteração 400 mapa1| tempo exec  16.95853900909424
iteração 401 mapa1| tempo exec  16.202893018722534
iteração 402 mapa1| tempo exec  17.55723524093628
iteração 403 mapa1| tempo exec  17.279614448547363
iteração 404 mapa1| tempo exec  14.782184600830078
iteração 405 mapa1| tempo exec  17.59291934967041
iteração 406 mapa1| tempo exec  18.62389898300171
iteração 407 mapa1| tempo exec  17.174293518066406
iteração 408 mapa1| tempo exec  19.095741987228394
iteração 409 mapa1| tempo exec  16.767435550689697
iteração 410 mapa1| tempo exec  17.378690242767334
iteração 411 mapa1| tempo exec  17.10458755493164
iteração 412 mapa1| tempo exec  16.3583722114563
iteração 413 mapa1| tempo exec  16.611008405685425
iteração 414 mapa1| tempo exec  15.255673885345459
iteração 415 mapa1| tempo exec  16.43466353416443
iteração 416 mapa1| tempo exec  16.974667072296143
iteração 417 mapa1| tempo exec  15.667746305465698
iteração 418 mapa1| tempo exec  16.207168340682983
iteração 419 mapa1| tempo exec  15.007928609848022
iteração 420 mapa1| tempo exec  15.55775237083435
iteração 421 mapa1| tempo exec  18.23275113105774
iteração 422 mapa1| tempo exec  16.667792558670044
iteração 423 mapa1| tempo exec  17.211089849472046
iteração 424 mapa1| tempo exec  17.657024383544922
iteração 425 mapa1| tempo exec  17.478716135025024
iteração 426 mapa1| tempo exec  17.599509716033936
iteração 427 mapa1| tempo exec  17.0218722820282
iteração 428 mapa1| tempo exec  16.437159061431885
iteração 429 mapa1| tempo exec  16.060308933258057
iteração 430 mapa1| tempo exec  18.270302057266235
iteração 431 mapa1| tempo exec  17.70665216445923
iteração 432 mapa1| tempo exec  17.808318376541138
iteração 433 mapa1| tempo exec  16.84904718399048
iteração 434 mapa1| tempo exec  16.10671305656433
iteração 435 mapa1| tempo exec  17.752012729644775
iteração 436 mapa1| tempo exec  16.10180401802063
iteração 437 mapa1| tempo exec  16.60779905319214
iteração 438 mapa1| tempo exec  15.766481637954712
iteração 439 mapa1| tempo exec  16.988030195236206
iteração 440 mapa1| tempo exec  15.343267679214478
iteração 441 mapa1| tempo exec  16.301540851593018
iteração 442 mapa1| tempo exec  17.076499938964844
iteração 443 mapa1| tempo exec  17.837342739105225
iteração 444 mapa1| tempo exec  18.904123783111572
iteração 445 mapa1| tempo exec  17.13503098487854
iteração 446 mapa1| tempo exec  16.260153770446777
iteração 447 mapa1| tempo exec  17.136529684066772
iteração 448 mapa1| tempo exec  17.3924663066864
iteração 449 mapa1| tempo exec  16.45674443244934
iteração 450 mapa1| tempo exec  16.782270669937134
iteração 451 mapa1| tempo exec  18.008450984954834
iteração 452 mapa1| tempo exec  16.519708395004272
iteração 453 mapa1| tempo exec  17.822178840637207
iteração 454 mapa1| tempo exec  17.548682689666748
iteração 455 mapa1| tempo exec  18.106862545013428
iteração 456 mapa1| tempo exec  18.17686152458191
iteração 457 mapa1| tempo exec  18.751415967941284
iteração 458 mapa1| tempo exec  18.891705989837646
iteração 459 mapa1| tempo exec  17.043816804885864
iteração 460 mapa1| tempo exec  17.199175119400024
iteração 461 mapa1| tempo exec  16.762102842330933
iteração 462 mapa1| tempo exec  19.124409675598145
iteração 463 mapa1| tempo exec  18.74786949157715
iteração 464 mapa1| tempo exec  16.854542016983032
iteração 465 mapa1| tempo exec  17.27587080001831
iteração 466 mapa1| tempo exec  17.796445608139038
iteração 467 mapa1| tempo exec  17.09439468383789
iteração 468 mapa1| tempo exec  17.706342458724976
iteração 469 mapa1| tempo exec  16.872194051742554
iteração 470 mapa1| tempo exec  17.063602209091187
iteração 471 mapa1| tempo exec  15.68380093574524
iteração 472 mapa1| tempo exec  16.834874868392944
iteração 473 mapa1| tempo exec  14.731638431549072
iteração 474 mapa1| tempo exec  15.019794702529907
iteração 475 mapa1| tempo exec  17.950441122055054
iteração 476 mapa1| tempo exec  16.710306406021118
iteração 477 mapa1| tempo exec  17.325873851776123
iteração 478 mapa1| tempo exec  15.701209783554077
iteração 479 mapa1| tempo exec  15.789556503295898
iteração 480 mapa1| tempo exec  16.641512155532837
iteração 481 mapa1| tempo exec  18.069522857666016
iteração 482 mapa1| tempo exec  15.637325525283813
iteração 483 mapa1| tempo exec  16.561217546463013
iteração 484 mapa1| tempo exec  16.62126135826111
iteração 485 mapa1| tempo exec  17.668370962142944
iteração 486 mapa1| tempo exec  17.77038335800171
iteração 487 mapa1| tempo exec  16.167954683303833
iteração 488 mapa1| tempo exec  17.040314197540283
iteração 489 mapa1| tempo exec  16.252230644226074
iteração 490 mapa1| tempo exec  18.955196142196655
iteração 491 mapa1| tempo exec  15.779176235198975
iteração 492 mapa1| tempo exec  16.35478901863098
iteração 493 mapa1| tempo exec  16.75116515159607
iteração 494 mapa1| tempo exec  17.12629747390747
iteração 495 mapa1| tempo exec  17.247520446777344
iteração 496 mapa1| tempo exec  16.00035786628723
iteração 497 mapa1| tempo exec  17.52439522743225
iteração 498 mapa1| tempo exec  17.941790342330933
iteração 499 mapa1| tempo exec  17.958942413330078

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

          - - - -mapa1 stats- - - -
-> MIN: 8215 | MAX: 11036 || AVG:  9834.182
-> All scores sorted:
 [8215, 8551, 8588, 8638, 8816, 8855, 8862, 8867, 8887, 8940, 8962, 8966, 8970, 8971, 8974, 8979, 8992, 9003, 9011, 9011, 9026, 9055, 9062, 9062, 9067, 9082, 9084, 9095, 9117, 9119, 9123, 9135, 9135, 9139, 9143, 9144, 9145, 9170, 9178, 9184, 9185, 9186, 9189, 9190, 9216, 9217, 9217, 9229, 9247, 9249, 9267, 9271, 9275, 9282, 9282, 9290, 9296, 9297, 9300, 9309, 9311, 9315, 9319, 9320, 9321, 9327, 9328, 9354, 9354, 9355, 9360, 9365, 9366, 9366, 9371, 9375, 9381, 9382, 9383, 9386, 9386, 9390, 9393, 9396, 9397, 9401, 9402, 9405, 9421, 9423, 9430, 9436, 9444, 9448, 9453, 9455, 9455, 9456, 9472, 9475, 9476, 9478, 9482, 9484, 9486, 9487, 9492, 9502, 9502, 9503, 9507, 9510, 9511, 9511, 9527, 9530, 9531, 9531, 9532, 9533, 9539, 9542, 9543, 9543, 9545, 9552, 9553, 9557, 9569, 9571, 9571, 9572, 9572, 9578, 9582, 9583, 9583, 9586, 9588, 9590, 9597, 9604, 9607, 9609, 9612, 9613, 9615, 9616, 9618, 9622, 9629, 9631, 9632, 9637, 9641, 9642, 9649, 9651, 9652, 9655, 9657, 9658, 9662, 9662, 9665, 9669, 9670, 9670, 9676, 9678, 9681, 9682, 9682, 9683, 9689, 9690, 9690, 9699, 9701, 9704, 9709, 9712, 9721, 9722, 9723, 9727, 9734, 9734, 9738, 9739, 9740, 9740, 9741, 9744, 9746, 9747, 9750, 9750, 9750, 9750, 9750, 9752, 9754, 9757, 9759, 9765, 9767, 9767, 9772, 9777, 9778, 9779, 9782, 9783, 9783, 9784, 9784, 9790, 9793, 9795, 9795, 9797, 9800, 9801, 9803, 9804, 9805, 9806, 9806, 9808, 9812, 9812, 9815, 9818, 9818, 9820, 9820, 9822, 9824, 9829, 9831, 9831, 9835, 9835, 9837, 9838, 9838, 9838, 9840, 9841, 9842, 9842, 9843, 9844, 9845, 9846, 9846, 9848, 9854, 9861, 9862, 9863, 9863, 9864, 9866, 9867, 9870, 9872, 9873, 9873, 9881, 9881, 9883, 9884, 9889, 9893, 9894, 9894, 9895, 9899, 9901, 9901, 9902, 9902, 9903, 9905, 9905, 9907, 9909, 9910, 9913, 9915, 9916, 9917, 9924, 9924, 9925, 9932, 9933, 9935, 9938, 9942, 9943, 9944, 9947, 9949, 9949, 9950, 9951, 9958, 9960, 9962, 9967, 9969, 9972, 9979, 9984, 9989, 9995, 9996, 9997, 9998, 9999, 10001, 10003, 10004, 10005, 10006, 10009, 10017, 10030, 10032, 10034, 10037, 10044, 10051, 10052, 10053, 10055, 10056, 10057, 10058, 10059, 10061, 10064, 10064, 10066, 10068, 10071, 10074, 10074, 10076, 10077, 10080, 10082, 10084, 10088, 10093, 10095, 10095, 10098, 10105, 10107, 10111, 10112, 10117, 10121, 10126, 10128, 10132, 10135, 10137, 10138, 10140, 10144, 10153, 10154, 10155, 10156, 10157, 10159, 10161, 10162, 10163, 10168, 10175, 10178, 10181, 10181, 10184, 10186, 10188, 10194, 10196, 10198, 10200, 10202, 10207, 10210, 10212, 10214, 10216, 10220, 10220, 10231, 10232, 10234, 10235, 10235, 10241, 10247, 10249, 10250, 10250, 10253, 10255, 10256, 10258, 10258, 10258, 10270, 10271, 10271, 10277, 10282, 10292, 10292, 10299, 10302, 10305, 10311, 10316, 10324, 10327, 10328, 10329, 10330, 10331, 10331, 10334, 10345, 10345, 10350, 10351, 10351, 10360, 10372, 10372, 10372, 10373, 10375, 10386, 10393, 10394, 10395, 10403, 10406, 10408, 10409, 10409, 10417, 10426, 10432, 10438, 10442, 10448, 10460, 10462, 10481, 10486, 10486, 10488, 10498, 10508, 10517, 10530, 10540, 10566, 10567, 10576, 10597, 10625, 10631, 10633, 10635, 10636, 10638, 10638, 10660, 10680, 10685, 10690, 10730, 10749, 10773, 10849, 10866, 10982, 11032, 11036]
-> Não morreu em tuneis
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _end mapa1_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mapa2_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
iteração 0 mapa2| tempo exec  15.141825199127197
iteração 1 mapa2| tempo exec  13.784488439559937
iteração 2 mapa2| tempo exec  12.760429859161377
iteração 3 mapa2| tempo exec  15.772618532180786
iteração 4 mapa2| tempo exec  12.822229385375977
iteração 5 mapa2| tempo exec  14.049185276031494
iteração 6 mapa2| tempo exec  12.511775970458984
iteração 7 mapa2| tempo exec  13.39524531364441
iteração 8 mapa2| tempo exec  13.874125480651855
iteração 9 mapa2| tempo exec  13.718455791473389
iteração 10 mapa2| tempo exec  13.362922191619873
iteração 11 mapa2| tempo exec  11.665948152542114
iteração 12 mapa2| tempo exec  13.086873054504395
iteração 13 mapa2| tempo exec  12.95601224899292
iteração 14 mapa2| tempo exec  14.02649998664856
iteração 15 mapa2| tempo exec  12.483099699020386
iteração 16 mapa2| tempo exec  13.771156311035156
iteração 17 mapa2| tempo exec  14.835163831710815
iteração 18 mapa2| tempo exec  13.6638925075531
iteração 19 mapa2| tempo exec  15.792420625686646
iteração 20 mapa2| tempo exec  15.91562294960022
iteração 21 mapa2| tempo exec  12.474149703979492
iteração 22 mapa2| tempo exec  12.694227933883667
iteração 23 mapa2| tempo exec  13.011563539505005
iteração 24 mapa2| tempo exec  13.244394779205322
iteração 25 mapa2| tempo exec  12.105356216430664
iteração 26 mapa2| tempo exec  12.152044773101807
iteração 27 mapa2| tempo exec  12.641071319580078
iteração 28 mapa2| tempo exec  13.56033444404602
iteração 29 mapa2| tempo exec  12.721275568008423
iteração 30 mapa2| tempo exec  11.514565229415894
iteração 31 mapa2| tempo exec  13.751664876937866
iteração 32 mapa2| tempo exec  3.5196166038513184
iteração 33 mapa2| tempo exec  11.46393370628357
iteração 34 mapa2| tempo exec  13.325286865234375
iteração 35 mapa2| tempo exec  14.341721296310425
iteração 36 mapa2| tempo exec  14.059134721755981
iteração 37 mapa2| tempo exec  11.827418804168701
iteração 38 mapa2| tempo exec  12.968743562698364
iteração 39 mapa2| tempo exec  12.39010763168335
iteração 40 mapa2| tempo exec  12.89861273765564
iteração 41 mapa2| tempo exec  12.815021753311157
iteração 42 mapa2| tempo exec  11.459437608718872
iteração 43 mapa2| tempo exec  13.160613298416138
iteração 44 mapa2| tempo exec  12.461976766586304
iteração 45 mapa2| tempo exec  12.491416454315186
iteração 46 mapa2| tempo exec  11.992846250534058
iteração 47 mapa2| tempo exec  12.953218460083008
iteração 48 mapa2| tempo exec  12.324284791946411
iteração 49 mapa2| tempo exec  12.708169937133789
iteração 50 mapa2| tempo exec  11.098616361618042
iteração 51 mapa2| tempo exec  13.627366304397583
iteração 52 mapa2| tempo exec  13.102887630462646
iteração 53 mapa2| tempo exec  12.899859428405762
iteração 54 mapa2| tempo exec  12.374786376953125
iteração 55 mapa2| tempo exec  13.536491632461548
iteração 56 mapa2| tempo exec  12.546419858932495
iteração 57 mapa2| tempo exec  12.79540205001831
iteração 58 mapa2| tempo exec  12.265523672103882
iteração 59 mapa2| tempo exec  12.165816068649292
iteração 60 mapa2| tempo exec  10.541505098342896
iteração 61 mapa2| tempo exec  14.473634243011475
iteração 62 mapa2| tempo exec  12.988956689834595
iteração 63 mapa2| tempo exec  11.984047651290894
iteração 64 mapa2| tempo exec  12.881802320480347
iteração 65 mapa2| tempo exec  14.119513273239136
iteração 66 mapa2| tempo exec  10.967394590377808
iteração 67 mapa2| tempo exec  12.583810329437256
iteração 68 mapa2| tempo exec  12.402086734771729
iteração 69 mapa2| tempo exec  15.349640369415283
iteração 70 mapa2| tempo exec  11.227410793304443
iteração 71 mapa2| tempo exec  12.47718334197998
iteração 72 mapa2| tempo exec  11.988345861434937
iteração 73 mapa2| tempo exec  10.97602105140686
iteração 74 mapa2| tempo exec  7.93091893196106
iteração 75 mapa2| tempo exec  12.15877366065979
iteração 76 mapa2| tempo exec  12.901692152023315
iteração 77 mapa2| tempo exec  7.987753868103027
iteração 78 mapa2| tempo exec  14.662265300750732
iteração 79 mapa2| tempo exec  13.090928792953491
iteração 80 mapa2| tempo exec  13.186527252197266
iteração 81 mapa2| tempo exec  11.771791696548462
iteração 82 mapa2| tempo exec  10.122227430343628
iteração 83 mapa2| tempo exec  14.399126768112183
iteração 84 mapa2| tempo exec  12.800747871398926
iteração 85 mapa2| tempo exec  13.799646377563477
iteração 86 mapa2| tempo exec  10.771731615066528
iteração 87 mapa2| tempo exec  11.789522171020508
iteração 88 mapa2| tempo exec  11.869935750961304
iteração 89 mapa2| tempo exec  12.875683546066284
iteração 90 mapa2| tempo exec  11.559000253677368
iteração 91 mapa2| tempo exec  11.421889781951904
iteração 92 mapa2| tempo exec  13.285086154937744
iteração 93 mapa2| tempo exec  13.041455507278442
iteração 94 mapa2| tempo exec  11.451310873031616
iteração 95 mapa2| tempo exec  11.34083604812622
iteração 96 mapa2| tempo exec  12.342258930206299
iteração 97 mapa2| tempo exec  11.30724048614502
iteração 98 mapa2| tempo exec  11.969275712966919
iteração 99 mapa2| tempo exec  12.173876523971558
iteração 100 mapa2| tempo exec  11.81152892112732
iteração 101 mapa2| tempo exec  12.828519821166992
iteração 102 mapa2| tempo exec  11.678383350372314
iteração 103 mapa2| tempo exec  12.120178937911987
iteração 104 mapa2| tempo exec  11.697471857070923
iteração 105 mapa2| tempo exec  15.478415966033936
iteração 106 mapa2| tempo exec  12.714463949203491
iteração 107 mapa2| tempo exec  13.51010251045227
iteração 108 mapa2| tempo exec  10.878270149230957
iteração 109 mapa2| tempo exec  14.02679991722107
iteração 110 mapa2| tempo exec  11.901105642318726
iteração 111 mapa2| tempo exec  11.6371910572052
iteração 112 mapa2| tempo exec  12.875667810440063
iteração 113 mapa2| tempo exec  12.656279563903809
iteração 114 mapa2| tempo exec  13.075178861618042
iteração 115 mapa2| tempo exec  13.917603254318237
iteração 116 mapa2| tempo exec  12.585105895996094
iteração 117 mapa2| tempo exec  11.47448444366455
iteração 118 mapa2| tempo exec  12.10811471939087
iteração 119 mapa2| tempo exec  12.689859867095947
iteração 120 mapa2| tempo exec  12.247687101364136
iteração 121 mapa2| tempo exec  13.801257133483887
iteração 122 mapa2| tempo exec  11.875493049621582
iteração 123 mapa2| tempo exec  12.319303035736084
iteração 124 mapa2| tempo exec  12.50282335281372
iteração 125 mapa2| tempo exec  12.966681957244873
iteração 126 mapa2| tempo exec  10.850265741348267
iteração 127 mapa2| tempo exec  12.147637128829956
iteração 128 mapa2| tempo exec  12.004210233688354
iteração 129 mapa2| tempo exec  12.514872074127197
iteração 130 mapa2| tempo exec  13.894030570983887
iteração 131 mapa2| tempo exec  11.892048358917236
iteração 132 mapa2| tempo exec  12.97172236442566
iteração 133 mapa2| tempo exec  12.61306381225586
iteração 134 mapa2| tempo exec  11.061854839324951
iteração 135 mapa2| tempo exec  13.1315176486969
iteração 136 mapa2| tempo exec  11.57695746421814
iteração 137 mapa2| tempo exec  12.09817123413086
iteração 138 mapa2| tempo exec  13.23734164237976
iteração 139 mapa2| tempo exec  12.108447313308716
iteração 140 mapa2| tempo exec  12.99014663696289
iteração 141 mapa2| tempo exec  13.595343112945557
iteração 142 mapa2| tempo exec  10.590517520904541
iteração 143 mapa2| tempo exec  12.661468505859375
iteração 144 mapa2| tempo exec  11.959391593933105
iteração 145 mapa2| tempo exec  12.703638076782227
iteração 146 mapa2| tempo exec  12.393210172653198
iteração 147 mapa2| tempo exec  13.691580057144165
iteração 148 mapa2| tempo exec  14.154376029968262
iteração 149 mapa2| tempo exec  12.261271476745605
iteração 150 mapa2| tempo exec  13.587926149368286
iteração 151 mapa2| tempo exec  13.395102500915527
iteração 152 mapa2| tempo exec  12.44233250617981
iteração 153 mapa2| tempo exec  11.323153257369995
iteração 154 mapa2| tempo exec  12.408836841583252
iteração 155 mapa2| tempo exec  12.13854455947876
iteração 156 mapa2| tempo exec  11.143471479415894
iteração 157 mapa2| tempo exec  12.767348766326904
iteração 158 mapa2| tempo exec  11.873857975006104
iteração 159 mapa2| tempo exec  12.18266224861145
iteração 160 mapa2| tempo exec  13.269761800765991
iteração 161 mapa2| tempo exec  12.788673877716064
iteração 162 mapa2| tempo exec  12.274111986160278
iteração 163 mapa2| tempo exec  11.296005010604858
iteração 164 mapa2| tempo exec  12.027586698532104
iteração 165 mapa2| tempo exec  11.580265998840332
iteração 166 mapa2| tempo exec  12.361697435379028
iteração 167 mapa2| tempo exec  12.92896318435669
iteração 168 mapa2| tempo exec  11.231164455413818
iteração 169 mapa2| tempo exec  13.394864559173584
iteração 170 mapa2| tempo exec  12.730944156646729
iteração 171 mapa2| tempo exec  12.208505392074585
iteração 172 mapa2| tempo exec  12.525298595428467
iteração 173 mapa2| tempo exec  11.158290386199951
iteração 174 mapa2| tempo exec  12.024368047714233
iteração 175 mapa2| tempo exec  12.757664918899536
iteração 176 mapa2| tempo exec  11.852952003479004
iteração 177 mapa2| tempo exec  12.139978408813477
iteração 178 mapa2| tempo exec  12.26945424079895
iteração 179 mapa2| tempo exec  12.212960004806519
iteração 180 mapa2| tempo exec  11.555639266967773
iteração 181 mapa2| tempo exec  10.015631914138794
iteração 182 mapa2| tempo exec  12.521575689315796
iteração 183 mapa2| tempo exec  11.299998998641968
iteração 184 mapa2| tempo exec  12.274396419525146
iteração 185 mapa2| tempo exec  13.915380477905273
iteração 186 mapa2| tempo exec  12.313460350036621
iteração 187 mapa2| tempo exec  11.685875654220581
iteração 188 mapa2| tempo exec  12.503941297531128
iteração 189 mapa2| tempo exec  12.353124856948853
iteração 190 mapa2| tempo exec  12.566739082336426
iteração 191 mapa2| tempo exec  12.195985078811646
iteração 192 mapa2| tempo exec  12.656509160995483
iteração 193 mapa2| tempo exec  12.056843757629395
iteração 194 mapa2| tempo exec  14.900098323822021
iteração 195 mapa2| tempo exec  12.453260898590088
iteração 196 mapa2| tempo exec  11.49169373512268
iteração 197 mapa2| tempo exec  12.03502631187439
iteração 198 mapa2| tempo exec  11.473934650421143
iteração 199 mapa2| tempo exec  13.33658242225647
iteração 200 mapa2| tempo exec  9.951021671295166
iteração 201 mapa2| tempo exec  12.120739936828613
iteração 202 mapa2| tempo exec  13.953375339508057
iteração 203 mapa2| tempo exec  11.446780681610107
iteração 204 mapa2| tempo exec  11.457514762878418
iteração 205 mapa2| tempo exec  11.248190879821777
iteração 206 mapa2| tempo exec  11.3711416721344
iteração 207 mapa2| tempo exec  12.453767776489258
iteração 208 mapa2| tempo exec  12.98234748840332
iteração 209 mapa2| tempo exec  11.797637701034546
iteração 210 mapa2| tempo exec  12.095248699188232
iteração 211 mapa2| tempo exec  12.35480546951294
iteração 212 mapa2| tempo exec  13.162121772766113
iteração 213 mapa2| tempo exec  11.571824789047241
iteração 214 mapa2| tempo exec  13.27351999282837
iteração 215 mapa2| tempo exec  12.586457252502441
iteração 216 mapa2| tempo exec  12.906635046005249
iteração 217 mapa2| tempo exec  14.104775190353394
iteração 218 mapa2| tempo exec  13.772578239440918
iteração 219 mapa2| tempo exec  12.93252158164978
iteração 220 mapa2| tempo exec  13.90938425064087
iteração 221 mapa2| tempo exec  11.662749528884888
iteração 222 mapa2| tempo exec  14.219944477081299
iteração 223 mapa2| tempo exec  13.13576054573059
iteração 224 mapa2| tempo exec  14.073397159576416
iteração 225 mapa2| tempo exec  12.98530387878418
iteração 226 mapa2| tempo exec  11.736843585968018
iteração 227 mapa2| tempo exec  10.262075185775757
iteração 228 mapa2| tempo exec  12.89440655708313
iteração 229 mapa2| tempo exec  13.101962804794312
iteração 230 mapa2| tempo exec  11.694370031356812
iteração 231 mapa2| tempo exec  10.69088363647461
iteração 232 mapa2| tempo exec  12.872019290924072
iteração 233 mapa2| tempo exec  12.701510429382324
iteração 234 mapa2| tempo exec  11.474757432937622
iteração 235 mapa2| tempo exec  12.201920509338379
iteração 236 mapa2| tempo exec  12.235642194747925
iteração 237 mapa2| tempo exec  11.999533653259277
iteração 238 mapa2| tempo exec  12.386037111282349
iteração 239 mapa2| tempo exec  13.888644695281982
iteração 240 mapa2| tempo exec  11.131467580795288
iteração 241 mapa2| tempo exec  11.893497467041016
iteração 242 mapa2| tempo exec  11.884670734405518
iteração 243 mapa2| tempo exec  14.10854196548462
iteração 244 mapa2| tempo exec  12.416117429733276
iteração 245 mapa2| tempo exec  11.935351610183716
iteração 246 mapa2| tempo exec  13.178267478942871
iteração 247 mapa2| tempo exec  12.971660375595093
iteração 248 mapa2| tempo exec  11.615764617919922
iteração 249 mapa2| tempo exec  13.830450773239136
iteração 250 mapa2| tempo exec  11.406187295913696
iteração 251 mapa2| tempo exec  13.897043943405151
iteração 252 mapa2| tempo exec  11.480847120285034
iteração 253 mapa2| tempo exec  12.749781608581543
iteração 254 mapa2| tempo exec  13.130074739456177
iteração 255 mapa2| tempo exec  12.942511320114136
iteração 256 mapa2| tempo exec  13.668161630630493
iteração 257 mapa2| tempo exec  13.324743747711182
iteração 258 mapa2| tempo exec  13.953100442886353
iteração 259 mapa2| tempo exec  12.001231670379639
iteração 260 mapa2| tempo exec  12.672654390335083
iteração 261 mapa2| tempo exec  14.004044532775879
iteração 262 mapa2| tempo exec  11.787463426589966
iteração 263 mapa2| tempo exec  12.589295625686646
iteração 264 mapa2| tempo exec  11.041039228439331
